name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
"Maisgriess, trocken",,,8.8,73.8,1.1,350,0.1,0.4,0.4,,,1.5,0.0,5,0,,,0.05,0.04,1.2,0.26,0.1,,5,0,0,0,0.35,,,20,80,4,,0.4,1,1,73,k.A.,2.5,,
Maiskeimöl,,,0.0,0,100,900,12.2,27.5,56.3,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,26,,,0,0,0,,0,0,0,0,0,0,,
"Maiskölbchen, in Essig eingelegt",,,3.4,21,1.4,119,0.2,0.4,0.6,,,2,0.0,4.2,0,,,0.22,0.07,1.7,0.7,0.1,,50,0,7,0,0.7,,,33,250,3,,Sp.,17,0.6,100,k.A.,Sp.,,
"Mais, roh",,,3.2,12.6,1.8,85,0.3,0.5,0.9,,,5.1,0.0,3,0,,,0.15,0.08,1.8,0.54,0.16,,33,0,6.8,0,k.A.,,,37,310,4,,0.4,3,0.7,91,0.6,0.5,,
Maisstärke,,,0.3,88,Sp.,354,Sp.,Sp.,Sp.,,,Sp.,0.0,0.6,0,,,0,0,Sp.,Sp.,Sp.,,1,0,0,0,0,,,2,5,1,,0.6,6,0.5,22,k.A.,2.5,,
"Malzgetränk mit Kakao, mit Vitaminen und Mineralien angereichert, Pulver",,,10.7,76.4,1.8,372,0.8,0.6,0.1,,,47.4,0.5,3.9,4,,,1.1,1.38,16,6,1.43,,200,2.63,80,3.8,12,,,240,660,460,,1.5,190,14,190,k.A.,2.8,,
"Malzgetränk mit Kakao, mit Vitaminen und Mineralien angereichert, zubereitet (mit Milch)",,,3.7,9.8,2.9,80,1.7,0.7,0.1,,,7.8,0.1,0.3,11,,,0.1,0.25,1.22,0.73,0.12,,18.7,0.39,6.2,0.3,0.92,,,27,200,140,,0.4,50,1,98,k.A.,9.9,,
"Mandarine, roh",,,0.8,9.2,0.2,45,0,0.1,0.1,,,8.6,0.0,1.7,0,,,0.09,0.03,0.32,0.19,0.06,,18.1,0,39.4,0,0.21,,,9.3,140,23,,0.1,1,0.1,18,2.4,1,,
Mandel,,,25.6,7.8,52.1,624,4.3,33.5,12.1,,,6.6,0.0,10.6,0,,,0.15,0.94,1.88,0.48,0.13,,55.9,0,0.5,0,25.44,,,240,740,270,,3.3,1.1,3.3,510,2.2,0.2,,
"Mandel, geröstet, gesalzen",,,25.6,7.2,55.2,649,4.2,34.8,13.5,,,4.6,0.8,10.5,0,,,0.09,0.78,3.67,0.23,0.12,,27,0,0,0,26,,,270,670,240,,3.1,330,3.3,470,2,2.4,,
"Mandel, geröstet ohne Fett, gesalzen",,,25.4,10.1,52.5,637,4.1,33.1,13,,,4.9,0.6,10.9,0,,,0.08,1.2,3.64,0.32,0.14,,55,0,0,0,23.9,,,280,710,270,,3.3,230,3.7,470,2,2.4,,
"Mandelgetränk, nature",,,1.1,1.3,2.6,33,0.2,1.6,0.5,,,1.3,0.1,0.3,0,,,0.01,0.02,0.16,0.02,0,,1.9,0,0,0,0.86,,,9.5,34,12,,0.1,36,0.1,16,0.2,0.4,,
"Mandelgetränk, nature, mit Calcium und Vitaminen angereichert",,,1.1,1.3,2.6,33,0.2,1.6,0.5,,,1.3,0.1,0.3,0,,,0.01,0.21,0.16,0.02,0,,1.9,0.38,0,0.8,1.8,,,9.5,34,120,,0.1,36,0.1,43,0.2,0.4,,
"Mango, getrocknet",,,2.9,61.1,2.2,293,0.5,0.9,0.4,,,59.9,0.1,8.4,0,,,0.08,0.12,1.97,0.55,0.27,,142,0,36.7,0,4.42,,,88,840,59,,0.6,25,2,64,2,8,,
"Mangold, gedämpft (ohne Zugabe von Salz)",,,1.3,2,0.3,20,0,0.1,0.1,,,1.5,0.1,2.2,0,,,0.04,0.02,0.42,0.2,0.07,,14.7,0,7.7,0,k.A.,,,20,340,48,,0.1,60,0.9,13,0.6,5,,
"Mangold, roh",,,1.0,1.6,0.2,16,0,0,0.1,,,1.2,0.1,1.8,0,,,0.04,0.02,0.4,0.18,0.06,,18.7,0,10.7,0,k.A.,,,17,300,38,,0.1,53,0.9,10,0.5,4,,
"Mango, roh",,,0.6,14.3,0.6,68,0.1,0.2,0.1,,,12.9,0.0,1.6,0,,,0.03,0.04,0.5,0.18,0.06,,50.4,0,37.3,0,1,,,9,150,15,,0.1,4,0.1,13,0.2,1.6,,
"Maniok, Wurzelknolle, gekocht (ohne Zugabe von Salz)",,,1.4,33.8,0.3,147,0.1,0.1,0,,,1.6,0.0,1.8,0,,,0.07,0.04,0.64,0.08,0.07,,17,0,14.4,0,0.19,,,19,220,15,,0.3,11,0.5,25,0.6,1.8,,
"Maniok, Wurzelknolle, roh",,,1.4,36.3,0.3,157,0.1,0.1,0,,,1.7,0.0,1.8,0,,,0.09,0.05,0.85,0.11,0.09,,27,0,20.6,0,0.19,,,21,270,16,,0.3,14,0.5,27,0.7,2,,
"Margarine, 35 - 40 % Fett",,,0.3,1.1,39,357,11,18,10,,,0.4,0.3,0,1,,,0.05,0.03,0.05,0.05,0.05,,5,0.1,0,4.6,9.46,,,0.7,200,2.2,,0,120,0,16,0,1,,
"Margarine, ohne Butter, 70 - 80 % Fett",,,0.5,0.2,77,696,23.8,37.3,14,,,0.1,0.2,0,0,,,0.01,0.03,0.21,0.08,0,,2,0.03,0,3.3,11.8,,,1.8,42,10,,0,80,0.1,23,0,1.5,,
Marmorkuchen,,,7.4,42.6,17.1,356,9.5,4.3,1.2,,,19.7,0.2,1.3,109,,,0.07,0.12,0.16,0.55,0.07,,10.1,0.29,0.2,0.8,0.67,,,19,140,44,,0.8,63,1,110,k.A.,10,,
Marzipan,,,8.0,68.6,17.6,474,1.5,12,3.3,,,68.6,0.0,4.9,Sp.,,,0.07,0.2,1.36,0.19,0.05,,31,Sp.,0.3,Sp.,8.49,,,72,270,82,,0.9,2,1.5,150,k.A.,0.7,,
Mascarpone,,,4.5,4.1,44.5,435,29.5,11.7,1.9,,,4.1,0.2,0,123,,,0.01,0.26,0.1,0.41,0.04,,11,0.33,Sp.,0.5,1,,,Sp.,53,68,,0.4,86,0.2,97,k.A.,29,,
Mayonnaise,,,1.4,2.6,75.2,693,7.3,33.4,31.2,,,1,1.4,0.3,70,,,0.04,0.04,0.14,0.23,0.03,,16,0.39,0.5,0.5,43.25,,,6.4,28,18,,0.1,550,0.3,23,k.A.,30,,
"Mayonnaise, kalorienvermindert",,,0.9,3.3,34.5,327,4.6,6.7,19.6,,,Sp.,0.7,0,131,,,0.05,0.16,0.12,0.71,0.06,,26,0.6,4.6,0.6,16.57,,,12,88,66,,0.6,280,1,140,k.A.,5.3,,
"Mayonnaise mit Rapsöl, hausgemacht",,,2.4,0.1,86.9,792,7,51.3,24,,,0.1,0.4,0,184,,,0.03,0.09,0.01,0.67,0.05,,18.4,0.5,1.1,0.8,25.5,,,2,21,20,,0.6,150,0.8,82,7,17,,
Mehl (Durchschnitt),,,12.0,68.8,1.4,344,0.3,0.2,0.7,,,0.6,0.0,4.2,0,,,0.23,0.04,0.47,0.5,0.15,,19.1,0,0,0,0.53,,,38,190,12,,1.2,2.7,1.5,130,2.9,1,,
"Mehl, hell (Durchschnitt)",,,12.0,69.7,1.3,345,0.3,0.2,0.7,,,0.3,0.0,3.3,0,,,0.2,0.03,0.35,0.45,0.14,,15.5,0,0,0,0.53,,,30,180,10,,1,2,1.3,110,2.6,0.8,,
"Mehlomeletten, hausgemacht, zubereitet",,,7.0,22.2,6.3,175,3,1.7,0.7,,,1.5,0.6,0.9,87,,,0.07,0.12,0.13,0.6,0.04,,13.4,0.31,0.3,0.6,0.46,,,9.9,130,49,,0.5,240,0.6,87,5.9,11,,
"Mehlomeletten mit Apfelmus, zubereitet",,,3.5,16.7,3.2,113,1.5,0.8,0.4,,,6.7,0.3,1.5,42,,,0.04,0.07,0.11,0.33,0.04,,9.8,0.15,1.4,0.3,0.44,,,6.9,120,26,,0.3,120,0.4,47,k.A.,6,,
"Mehlomeletten mit Champignonfüllung, zubereitet",,,5.4,11.7,6.5,130,3.4,1.6,0.6,,,1.3,0.5,1.5,51,,,0.08,0.22,1.85,1.22,0.07,,15.4,0.16,1.8,1.3,0.29,,,11,270,34,,0.5,180,0.9,100,k.A.,15,,
"Mehlomeletten mit Gemüsefüllung, zubereitet",,,5.3,17.7,5.5,144,2.2,1.9,0.6,,,2.7,0.4,1.5,62,,,0.06,0.11,0.28,0.48,0.09,,18.7,0.22,19.3,0.4,0.79,,,10,160,41,,0.4,170,0.5,70,4.3,8.4,,
"Mehlomeletten mit Käse, zubereitet",,,10.0,18.2,8.9,194,4.4,2.4,0.9,,,1.3,0.9,0.8,111,,,0.06,0.17,0.13,0.72,0.05,,16.3,0.54,0.2,0.8,0.52,,,13,130,150,,1,360,0.7,160,k.A.,14,,
"Mehlomeletten mit Nutella, zubereitet",,,6.7,30.4,12.7,266,5.3,5,1.4,,,14.4,0.5,1.4,66,,,0.07,0.14,0.17,0.58,0.05,,14.3,0.28,0.3,0.5,1.27,,,21,200,69,,0.6,190,1.2,100,k.A.,9.6,,
"Mehlomeletten mit Schinken, zubereitet",,,9.7,17.3,5.1,155,2.1,1.6,0.7,,,1.3,1.0,0.8,101,,,0.15,0.15,0.99,0.72,0.08,,15.8,0.36,10.6,0.7,0.5,,,13,180,47,,0.8,410,0.7,130,k.A.,13,,
"Mehlomeletten mit Speck, zubereitet",,,9.3,17.3,8.9,188,3.5,3.4,1,,,1.3,1.1,0.8,102,,,0.13,0.14,0.68,0.71,0.06,,16,0.39,5.1,0.8,0.52,,,11,150,46,,0.8,440,0.7,110,k.A.,12,,
"Mehlomeletten mit Zimt und Zucker, zubereitet",,,6.6,26.2,5.9,186,2.8,1.6,0.7,,,6.6,0.6,0.9,83,,,0.06,0.11,0.12,0.57,0.04,,12.7,0.3,0.3,0.6,0.43,,,9.4,120,47,,0.5,230,0.6,82,5.6,11,,
"Melasse, Melassesirup",,,1.2,67.2,0,274,0,0,0,,,67.2,0.2,0,0,,,0.08,0.1,0,0,0,,0,0,0,0,0,,,140,1470,500,,0.9,96,9.2,31,k.A.,0,,
Meringue,,,5.0,94,0.5,401,0,0,0,,,94,0.3,0,0,,,0,0.25,0.1,0.2,0,,0,0,0,0,0,,,5,90,4,,Sp.,100,0.2,22,k.A.,Sp.,,
"Miesmuschel, gekocht",,,17.2,5.1,2.1,108,0.4,0.3,0.7,,,k.A.,0.8,0,52,,,0.04,0.29,1.16,0.28,0.04,,48,17.6,5.9,0.3,2.98,,,67,170,59,,2.9,320,4,180,56,110,,
"Miesmuschel, roh",,,11.7,3.4,2.7,85,0.5,0.6,0.6,,,Sp.,0.7,0,108,,,0.12,0.16,1.6,0.29,0.08,,37,8,Sp.,Sp.,1.1,,,36,320,88,,1.6,290,5.8,240,49,130,,
Milch (Durchschnitt),,,3.2,4.8,2.9,59,1.7,0.7,0.1,,,4.8,0.1,0,11,,,0.02,0.16,0.11,0.34,0.03,,5.1,0.22,0.7,0.1,0.09,,,11,160,120,,0.4,39,0,92,1.3,10,,
"Milchkaffee dunkel, ungezuckert",,,0.7,1.2,0.9,16,0.5,0.2,0,,,1,0.0,0.1,3,,,0,0.05,0.13,0.08,0.01,,0.9,0.03,0.2,0,0.03,,,4.8,54,32,,0.1,9.2,0,21,0.2,2.1,,
"Milchkaffee hell, ungezuckert",,,1.0,1.6,1.2,22,0.8,0.3,0.1,,,1.4,0.0,0.1,5,,,0.01,0.07,0.13,0.11,0.01,,1.3,0.05,0.3,0,0.04,,,5.4,65,42,,0.1,13,0,29,0.3,3,,
"Milchkaffee, ungezuckert",,,0.9,1.4,1.1,19,0.7,0.3,0.1,,,1.3,0.0,0.1,4,,,0.01,0.06,0.13,0.1,0.01,,1.2,0.04,0.3,0,0.04,,,5.1,61,38,,0.1,11,0,26,0.3,2.6,,
"Milchreis, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)",,,5.3,19,3.5,129,2.1,0.8,0.2,,,5.6,0.2,0.2,14,,,0.03,0.22,0.43,0.45,0.04,,6,0.17,0.4,0.1,0.11,,,17,200,150,,0.6,85,0.1,130,3.8,13,,
"Milchreis, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)",,,5.1,19,5.1,143,3.1,1.2,0.3,,,5.6,0.2,0.2,19,,,0.03,0.26,0.43,0.44,0.04,,6,0.18,0.9,0.1,0.17,,,17,200,150,,0.6,85,0.1,130,3.6,12,,
Milchschokolade,,,6.5,56.9,31.1,537,19.3,10.4,1.2,,,55.2,0.5,1.9,12,,,0.09,0.4,0.4,0.19,0.04,,7,0,2.8,0,0.25,,,55,640,250,,1.6,190,2.1,240,k.A.,17,,
Milchschokolade mit Alkoholfüllung,,,5.6,59.1,22.8,484,13.2,7,1.3,,,58.1,0.1,2.7,9,,,0.05,0.21,0.21,0.46,0.03,,15,0.22,1.5,0.4,0.2,,,58,520,160,,1,58,4.5,170,k.A.,4.2,,
"Milchschokolade mit Crèmefüllung (Gianduja, Nougat)",,,7.9,47.6,38.1,571,18.1,14.9,3,,,46.4,0.1,3.2,10,,,0.09,0.27,0.42,0.56,0.08,,21,0.19,1.4,0.3,3.71,,,76,470,180,,1.2,51,3.1,200,k.A.,4.2,,
Milchschokolade mit Mandel-Honig-Nougat,,,7.3,54.8,31.3,534,17.7,10,1.8,,,54.2,0.2,1.7,14,,,0.07,0.35,0.27,0.66,0.06,,15.1,0.34,2.3,0.4,0.75,,,50,480,250,,1.1,88,2.7,210,k.A.,6.3,,
Milchschokolade mit Nüssen,,,8.7,46.2,38.1,568,16.3,17.1,2.6,,,44.4,0.2,3,11,,,0.14,0.29,0.43,0.85,0.13,,25.5,0.29,2.1,0.3,3.23,,,66,520,230,,1.4,74,2.8,230,k.A.,6.5,,
"Milchschokolade mit Weinbeeren, Nüssen und Mandeln",,,8.4,52.7,28.5,509,14.1,11.2,1.7,,,50.9,0.2,4.2,10,,,0.09,0.28,0.45,0.61,0.07,,22.8,0.23,1.8,0.4,2.32,,,84,700,210,,1.4,65,5.2,230,3.1,5.1,,
Minestrone,,,2.0,7,1.8,53,0.7,0.7,0.2,,,2.6,1.0,0.4,1,,,0.02,0.02,0.79,0.1,0.04,,7,0,1,0,Sp.,,,5,110,14,,k.A.,390,0.3,20,k.A.,k.A.,,
Minipic Würstchen,,,26.1,0.8,39.1,460,15.4,18.7,3.8,,,0.8,4.5,0,97,,,0.28,0.16,7.2,0.9,0.22,,2.5,1.8,3.9,1.6,0,,,28,390,0,,3.9,1780,3,330,13,0.8,,
"Mirabelle, gedünstet, abgetropft (ohne Zugabe von Zucker)",,,0.7,16.6,0.2,70,0,0,0,,,12.2,0.0,2,0,,,0.05,0.01,0.14,0.16,0.04,,4.5,0,2.5,0,0.98,,,7.5,170,12,,0.1,0,0.1,19,1.5,1.1,,
"Mirabelle, roh",,,0.6,18,0.2,76,Sp.,Sp.,Sp.,,,13.3,0.0,2.2,0,,,0.07,0.02,0.16,0.17,0.05,,7.8,0,5.5,0,0.85,,,8.2,240,11,,0.1,Sp.,0.1,21,1.3,1,,
"Molke, süss",,,0.8,4.7,0.2,24,0.1,0.1,0,,,4.7,0.1,0,1,,,0.04,0.14,0.2,0.4,0.04,,1,0.2,1,0,0,,,8,130,68,,0.1,45,0.1,40,k.A.,8,,
"Morchel, gedünstet (ohne Zugabe von Fett und Salz)",,,2.8,0.6,0.4,34,0.1,0,0.2,,,0.1,0.0,8.5,0,,,0.12,0.06,4.88,2.5,0.05,,18.3,0,4.5,3.8,0.22,,,16,370,13,,0.5,2.1,1.2,190,k.A.,12,,
"Morchel, roh",,,2.5,0.5,0.3,29,0.1,0,0.2,,,0.1,0.0,7,0,,,0.13,0.06,5,2.5,0.05,,25,0,5,3.1,0.19,,,16,390,11,,0.5,2,1.2,160,k.A.,10,,
Mortadella,,,15.7,0.8,26.6,306,9.9,12.1,2.7,,,0.8,2.1,0,74,,,0.36,0.12,2.97,0.48,0.19,,3,1.05,24.8,0,0.41,,,13,99,3.8,,1.3,830,0.9,170,k.A.,1.5,,
Mostbröckli,,,32.6,0.5,1.9,150,0.9,0.8,0.2,,,0.5,4.7,0,69,,,0.1,0.17,7.1,0.9,0.37,,Sp.,1.4,11.6,Sp.,Sp.,,,33,580,Sp.,,5.9,1860,3.3,300,14,Sp.,,
Mozzarella,,,19.5,0.7,19.5,256,11.4,6,0.7,,,0.7,0.4,0,46,,,0.03,0.27,0.4,0.14,0.07,,16,1.4,0,0.3,0.39,,,10,8,340,,2.6,140,0.1,350,k.A.,4.8,,
"Müeslimischung, Getreideflocken mit Früchten und Nüssen, gezuckert ",,,11.4,62.3,5.6,365,0.7,1.7,1.7,,,10.5,0.1,10.1,0,,,0.31,0.06,1.85,0.58,0.16,,35.4,0,1.4,0,1.32,,,100,380,45,,2.4,33,2.8,330,k.A.,2.2,,
"Müeslimischung, Getreideflocken mit Früchten und Nüssen, ungesüsst",,,11.3,57.4,8.3,372,1.4,2.9,2.5,,,11.6,0.0,10.8,0,,,0.33,0.09,2.1,0.63,0.2,,41.7,0,4.2,0,2.56,,,110,450,55,,2.4,13,3.1,320,k.A.,2.4,,
"Mürbeteig (mit Butter), süss, gebacken",,,9.8,57.3,28.6,530,16.3,6.9,1.9,,,13.2,0.9,2,126,,,0.11,0.07,0.2,0.52,0.11,,10.4,0.21,0,0.9,1.1,,,24,140,20,,1,350,1.3,120,5.3,7,,
"Mürbeteig (mit Butter), süss, ungebacken",,,7.8,45.8,22.9,424,13.1,5.5,1.5,,,10.5,0.7,1.6,101,,,0.12,0.06,0.17,0.55,0.1,,16.7,0.17,0,0.7,0.88,,,19,120,16,,0.8,280,1,92,4.2,5.6,,
"Mürbeteig (mit pflanzlichem Fett), süss, gebacken",,,8.0,58.4,24.9,494,11.2,9.8,2.8,,,17.8,0.3,1.9,26,,,0.1,0.04,0.18,0.34,0.09,,7.2,0.1,0,0.2,2.44,,,21,120,12,,0.7,130,1,86,3,3.5,,
"Mürbeteig (mit pflanzlichem Fett), süss, ungebacken",,,6.4,46.7,19.9,395,9,7.9,2.2,,,14.2,0.3,1.5,21,,,0.1,0.03,0.15,0.37,0.08,,11.4,0.08,0,0.2,1.95,,,17,93,9.3,,0.6,100,0.8,69,2.4,2.8,,
Mütschli,,,8.7,51.8,0.8,255,0.2,0.1,0.4,,,0.7,1.7,2.5,0,,,0.11,0.04,0.43,0.23,0.06,,15.4,0.01,0,0,0.38,,,14,140,7.8,,0.5,690,0.6,60,1.9,0.9,,
"Nasi Goreng, zubereitet",,,10.8,16.1,1.8,124,0.3,1.1,0.3,,,0.7,1.3,0.5,23,,,0.1,0.07,4.04,0.4,0.19,,5.2,0.07,10.9,0.4,0.37,,,17,170,18,,0.7,510,0.3,120,k.A.,1.3,,
"Nektarine, roh",,,1.0,11.3,0.3,55,0,0.1,0.1,,,8.8,0.0,1.3,0,,,0.02,0.02,0.64,0.24,0.02,,8,0,4.6,0,0.61,,,9,260,7,,0.1,1,0.2,25,0.2,3,,
"Nugget, vegan, aus Pflanzenproteinen, roh",,,15.5,19.7,10.9,250,1.1,6.1,3.2,,,1.8,1.2,5.4,0,,,0.07,0.1,0.61,0.34,0.04,,31.5,0,0.5,0.3,3.76,,,56,390,67,,1,480,2.2,170,5.9,8.4,,
Nussgipfel aus Blätterteig,,,6.8,36.2,26.9,419,9.9,12.4,2.1,,,15.8,0.5,2.7,71,,,0.13,0.04,0.33,0.48,0.14,,17.8,0.08,0.4,0.4,3.53,,,39,190,42,,1,210,1.2,110,2,4.4,,
Nussgipfel aus Hefeteig,,,7.7,41.9,12.6,318,3.4,6.9,1.5,,,18.4,0.6,2.5,36,,,0.19,0.13,0.9,0.46,0.13,,35,0.1,0.3,0.2,2.64,,,32,200,48,,0.8,260,1,120,0.8,3.9,,
"Nüsslisalat, roh",,,2.0,0.8,0.2,18,0.1,0,0.1,,,0.8,0.0,2.3,0,,,0.08,0.07,0.37,0.25,0.09,,48.2,0,24.5,0,k.A.,,,19,330,41,,0.1,4,0.4,30,0,35,,
Nussschnecke aus Hefeteig,,,12.2,54.9,18.7,445,5.7,9.6,1.9,,,12.9,1.2,3.8,61,,,0.33,0.19,1.51,0.76,0.21,,58.3,0.17,0.5,0.4,3.12,,,42,300,69,,1.2,470,1.6,170,k.A.,6.5,,
"Ofen-Frites, tiefgekühlt",,,2.4,23.4,5.1,154,0.5,4,0.4,,,1.1,0.0,2.5,0,,,0.08,0.06,1.35,0.41,0.16,,19.8,0,21.4,0,1.74,,,27,480,6.1,,0.3,1.2,0.3,61,0.3,4.7,,
"Olive, grün, in Salzlake, abgetropft",,,1.3,Sp.,15.7,154,2.3,11.1,1.5,,,Sp.,3.2,3.6,0,,,0.02,0.01,0.1,0.04,0.02,,5,0,0.5,0.3,4.39,,,24,31,58,,0.1,1260,0.2,6.7,0,2,,
Olivenöl,,,0.0,0,100,900,11.9,75.2,7.4,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,28.8,,,1,1,0,,0,1,0.1,2,0,0.1,,
"Olive, schwarz",,,1.4,0.8,17.2,176,2.1,10.2,1.5,,,0.8,1.8,6.2,0,,,0.02,0.01,0.1,0.04,0.03,,5,0,0.5,0,6.95,,,16,19,80,,0.1,710,8.5,7.9,k.A.,4.5,,
Orangeat,,,0.4,74.3,0.3,306,0.1,0.1,0.1,,,74.3,0.0,2.3,0,,,0.04,0.03,0.3,0.15,0.06,,4,0,4,0,0,,,7,70,50,,0.1,1,0.3,7,k.A.,0.5,,
Orangennektar,,,0.4,10.5,0,44,Sp.,Sp.,Sp.,,,10.5,0.0,0.1,0,,,0.04,0.01,0.14,0.08,0.02,,12,0,12,0,0.1,,,7,110,6,,0.1,1,0.1,10,k.A.,2,,
Orangensaft,,,0.6,9.6,0.1,42,0.1,0,0,,,9.6,0.0,0.3,0,,,0.08,0.02,0.3,0.24,0.1,,30,0,37,0,0.19,,,10,170,8,,0,4.8,0.1,17,0.5,0.7,,
"Orange, roh",,,0.8,8,0.2,45,0,0.1,0.1,,,7.6,0.0,2.7,0,,,0.09,0.03,0.35,0.18,0.05,,18.8,0,50.9,0,0.19,,,15,180,45,,0.2,Sp.,0.3,38,1.2,1,,
Palmöl - Palmfett,,,0.0,0,99.9,899,48.8,37.8,9.3,,,0,0.0,0,0,,,0,0,0,0,0,,0,0,0,0,7.4,,,1,1,1,,0,1,0,1,0,Sp.,,
Panettone,,,6.4,56.5,10.7,354,5.6,3.2,0.7,,,22.9,0.1,2.8,112,,,0.13,0.11,0.63,k.A.,0.12,,33,k.A.,0,0.4,0.62,,,k.A.,230,150,,0.6,38,3,130,k.A.,k.A.,,
Paniermehl,,,12.7,73.5,2.1,373,0.5,0.3,0.7,,,4.4,1.0,4.5,0,,,0.2,0.05,0.8,0.6,0.11,,39,0,0,0,0.4,,,23,130,50,,0.9,400,1.2,100,k.A.,2.8,,
Pantli,,,21.1,0.9,50,538,19.5,23.8,4.3,,,0.9,4.0,0,85,,,0.44,0.24,6.15,0.53,0.28,,2.5,3.63,71.1,0,0.68,,,22,340,5,,3.1,1600,1.6,180,k.A.,0.8,,
"Papaya, reif, roh",,,0.5,9.5,0.1,44,0,0,0,,,9.5,0.0,1.8,0,,,0.03,0.03,0.33,0.16,0.04,,17.8,0,67.8,0,0.28,,,17,220,21,,0.1,14,0.2,9,0.9,0.1,,
Paprika (Gewürz),,,14.8,34.9,13,358,2.1,1.2,8.4,,,33.2,0.1,20.9,0,,,0.65,1.74,15.3,0,0,,0,0,0,0,0,,,190,2340,180,,4.1,34,24,350,k.A.,5,,
Paranuss,,,17.0,4.2,66.5,698,16.1,23.9,24.4,,,2.3,0.0,7.5,0,,,0.62,0.04,0.3,0.18,0.1,,22,0,0.7,0,5.65,,,350,640,160,,4.3,0.7,2.4,650,230,5,,
Pariserbrot,,,9.0,51.2,0.9,255,0.2,0.1,0.5,,,0.5,1.6,2.9,0,,,0.12,0.03,0.46,0.26,0.09,,8.8,0.01,0,0,0.36,,,22,140,10,,0.7,660,0.9,81,2.7,1,,
Parmesan,,,30.5,Sp.,31,401,20.6,7.2,1,,,Sp.,1.6,0,77,,,0.02,0.29,0.2,0.79,0.1,,20,1.75,Sp.,0.8,0.78,,,44,100,1340,,4,650,0.7,800,k.A.,40,,
"Passionsfrucht, roh",,,2.1,10.9,3,102,0.5,0.5,1.8,,,8.5,0.0,6.8,0,,,0,0.07,1.47,0.27,0.23,,102.6,0,25.6,0,0.4,,,26,240,8.1,,0.8,5,0.6,46,0.6,1.3,,
"Pastinake, gekocht (ohne Zugabe von Salz)",,,1.2,11.4,0.4,58,0.1,0,0.2,,,2.9,0.0,2.1,0,,,0.07,0.1,0.69,0.33,0.07,,22.7,0,8.3,0,0.93,,,13,200,42,,0.4,2.2,0.3,68,0.5,3.4,,
"Pastinake, roh",,,1.3,12.1,0.4,62,0.1,0,0.3,,,3.1,0.0,2.1,0,,,0.1,0.13,0.94,0.52,0.09,,43.2,0,19.7,0,0.88,,,21,430,42,,0.5,3.8,0.4,71,0.6,3.6,,
"Peperoni, grün, gedünstet (ohne Zugabe von Fett und Salz)",,,1.1,3.7,0.4,27,0.1,0,0.2,,,3.2,0.0,2.2,0,,,0.03,0.03,0.63,0.16,0.26,,22,0,117.2,0,0.82,,,12,190,11,,0.1,6.9,0.4,34,0.1,0.5,,
"Peperoni, grün, roh",,,0.9,3,0.3,22,0.1,0,0.2,,,2.6,0.0,1.8,0,,,0.03,0.03,0.6,0.15,0.25,,27.8,0,122,0,0.63,,,11,190,8.6,,0.1,6,0.4,27,0.1,0.4,,
"Peperoni, rot, gedünstet (ohne Zugabe von Fett und Salz)",,,1.1,7.2,0.1,39,0,0,0.1,,,6.4,0.0,2.1,0,,,0.03,0.08,1.04,0.18,0.31,,32.7,0,143.1,0,2.97,,,13,250,8.5,,0.1,0.4,0.4,31,0.2,0.2,,
"Peperoni, rot, roh",,,0.9,5.9,0.1,32,0,0,0.1,,,5.2,0.0,1.7,0,,,0.03,0.08,0.98,0.16,0.29,,41.4,0,149,0,2.26,,,12,240,6.6,,0.1,0.4,0.3,25,0.1,0.1,,
"Pestosauce, grün",,,5.6,6.6,42.5,436,6.5,16.6,17.6,,,3.2,2.7,2.5,18,,,0.05,0.1,0.59,0.31,0.07,,25.8,0,92.6,0.3,17.9,,,36,200,150,,0.7,1060,0.6,94,4,4,,
"Pestosauce, rot",,,6.2,13.1,36.2,410,5,15.2,13.8,,,11.2,2.1,3.5,5,,,0.13,0.16,2.93,0.62,0.26,,34.8,0.08,21.4,0,17.66,,,61,1050,93,,1,830,2.5,150,k.A.,k.A.,,
"Petersilie, roh",,,3.9,7.4,0.5,58,0.1,0,0.2,,,4.8,0.1,4.3,0,,,0.15,0.3,1.4,0.31,0.2,,132,0,182,0,3.54,,,37,850,210,,0.8,38,5.9,110,k.A.,3.4,,
Petit Beurre,,,8.7,70.2,12.4,431,7.1,2.8,1,,,20.6,0.5,2.3,33,,,0.15,0.03,0.23,0.35,0.12,,11.5,0.01,0,0.2,0.63,,,24,130,11,,0.8,220,1.1,90,1.7,1.9,,
