name,brand,barcode,proteins,carbohydrates,fats,calories,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Agar Agar,,,2.4,0.0,0.2,160,n.d.,n.d.,n.d.,,,n.d.,0.3,74.1,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,100,52,660,,1.5,130.0,4.5,34,n.d.,n.d.,,
Agave syrup,,,0.2,73.1,0.0,293,0,n.d.,n.d.,,,n.d.,0.0,0.0,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,n.d.,n.d.,n.d.,,n.d.,4.0,n.d.,n.d.,n.d.,n.d.,,
Blue cheese (average),,,19.1,0.2,31.5,360,18.9,7.4,1.5,,,0.1,3.8,0.0,95,,221,0.03,0.58,0.51,0.99,0.1,,46,0.72,0,0.5,0.67,,,24,130,610,,2.5,1530.0,0.4,390,n.d.,40,,
"Blueberry, freeze-dried",,,6.1,56.4,4.4,338,0.3,0.6,1.7,,,46.4,0.0,24.4,0,,42,0.42,0.42,3.7,0.89,0.46,,25,0,15,0,7.6,,,49,540,120,,1.1,1.7,1.8,140,1.4,5.6,,
"Blueberry, raw",,,0.9,10.6,0.3,52,0,0.2,0,,,10,0.0,1.5,0,,4,0.03,0.03,0.22,0.12,0.05,,9,0,7.5,0,0.88,,,5,66,10,,0.1,2.0,0.6,16,0.5,2,,
"Boiling meat salad, prepared",,,15.0,1.5,14.9,201,3.5,7.9,2.8,,,1.2,0.8,0.5,45,,30,0.03,0.09,1.56,0.35,0.21,,11.5,0.67,7.3,0.3,2.76,,,13,200,11,,3.3,310.0,1.4,100,n.d.,2.9,,
"Bouillon, meat, prepared",,,0.3,0.2,0.3,5,0.2,0.1,0,,,0,1.1,0.0,0,,0,0,0.01,0.83,0.14,0.01,,23,1,0,0,0,,,10,54,1,,0,420.0,0.2,13,n.d.,3,,
"Bouillon, poultry, prepared",,,0.3,0.3,0.3,5,0.1,0.1,0.1,,,0.1,1.0,0.0,5,,0,0,0.01,1.2,0.18,0.01,,23,0.4,0,0,0,,,11,10,6,,0,400.0,0,5,n.d.,2.8,,
"Bouillon, vegetable, prepared",,,0.3,0.4,0.4,6,0.1,0.2,0.1,,,0.1,0.9,0.0,0,,0,0.11,0.01,0.1,0.03,0,,1,0,0,0,0,,,4,8,1,,0,360.0,0.1,3,n.d.,3.6,,
"Braided bread, wholemeal, made with butter",,,9.5,40.4,6.4,272,3.2,1.4,1.2,,,0.9,1.2,7.3,20,,46,0.25,0.15,0.67,0.68,0.29,,33.9,0.03,0,0.1,0.66,,,86,270,22,,2.3,460.0,3.3,240,3.7,2.6,,
Braided white bread made with butter,,,9.0,45.7,11.4,325,6.5,2.6,0.9,,,2.9,1.5,2.1,41,,98,0.11,0.13,0.5,0.37,0.06,,23.4,0.1,0.3,0.3,0.56,,,14,180,49,,0.6,590.0,0.5,90,2.6,5.4,,
Brazil nut,,,17.0,4.2,66.5,698,16.1,23.9,24.4,,,2.3,0.0,7.5,0,,0,0.62,0.04,0.3,0.18,0.1,,22,0,0.7,0,5.65,,,350,640,160,,4.3,0.7,2.4,650,230,5,,
Bread (average),,,9.2,44.6,4.6,264,2.3,1,0.7,,,1.3,1.6,3.7,14,,34,0.17,0.1,0.74,0.39,0.12,,21.8,0.04,0.1,0.1,0.41,,,36,170,29,,1.2,620.0,1.5,130,2.9,2.7,,
"Bread for toasting, dark or multigrain",,,9.1,45.6,4.7,272,0.5,1.9,2,,,4,1.3,5.2,0,,0,0.19,0.1,0.72,0.49,0.23,,26.5,0,0,0,1.43,,,59,200,17,,1.7,500.0,2.4,180,3.7,1.4,,
"Bread for toasting, white, made with butter",,,8.9,45.7,10.4,316,6,2.4,0.9,,,2.7,1.4,2.2,38,,90,0.11,0.12,0.48,0.36,0.06,,22,0.1,0.2,0.2,0.54,,,14,180,46,,0.6,540.0,0.5,88,2.6,5.1,,
"Bread for toasting, white, made with vegetable oil",,,8.7,49.2,3.3,267,0.3,1.6,1.1,,,4.4,1.3,2.9,0,,0,0.16,0.06,0.62,0.38,0.16,,25,0,0,0,0.85,,,30,140,13,,1,520.0,1.4,110,2.8,0.9,,
"Bread for toasting, wholemeal",,,9.3,43.7,4.9,271,0.5,1.9,2.3,,,4.2,1.3,7.4,0,,1,0.25,0.14,0.63,0.65,0.29,,31.6,0,0,0,1.59,,,87,270,21,,2.3,510.0,3.4,240,3.3,1.8,,
Bread roll (semi white),,,8.6,41.5,1.0,215,0.2,0.2,0.5,,,0.4,1.9,2.9,0,,0,0.15,0.07,0.72,0.31,0.12,,22.9,0,0,0,0.28,,,28,120,17,,1,770.0,1.3,110,2.7,1.1,,
Bread roll from St. Gallen (semi white),,,9.1,44.6,1.0,231,0.1,0.1,0.5,,,0.3,2.1,3.5,0,,0,0.15,0.07,0.78,0.37,0.18,,20.7,0,0,0,0.27,,,37,140,16,,1.2,840.0,1.7,130,2.7,1.2,,
Bread roll with chocolate,,,8.6,49.7,14.3,366,8.5,4.1,0.9,,,16.3,1.3,2.2,20,,71,0.12,0.21,0.51,0.35,0.1,,21.6,0.05,0.9,0.1,0.43,,,34,310,100,,1.1,530.0,1.3,160,n.d.,1.1,,
"Bread roll, white",,,8.7,51.8,0.8,255,0.2,0.1,0.4,,,0.7,1.7,2.5,0,,0,0.11,0.04,0.43,0.23,0.06,,15.4,0.01,0,0,0.38,,,14,140,7.8,,0.5,690.0,0.6,60,1.9,0.9,,
Bread with walnuts,,,9.2,30.8,17.9,332,3.9,3.8,8.9,,,2,1.2,5.8,23,,41,0.23,0.1,0.75,0.67,0.18,,43.4,0.05,0.1,0.2,0.8,,,67,240,31,,1.9,490.0,2.1,210,3,3.7,,
Breadcrumbs,,,12.7,73.5,2.1,373,0.5,0.3,0.7,,,4.4,1.0,4.5,0,,0,0.2,0.05,0.8,0.6,0.11,,39,0,0,0,0.4,,,23,130,50,,0.9,400.0,1.2,100,n.d.,2.8,,
Bresaola (cured beef),,,32.4,0.4,3.9,167,1.6,1.9,0.2,,,0,6.8,0.0,65,,0,0.12,0.6,0,0,0.53,,19,0,0,0.5,0.12,,,0,320,35,,4.1,2730.0,7.1,140,n.d.,0,,
"Brie, at least 45% fidm",,,21.4,0.0,23.5,298,14.1,5.5,1.1,,,0,1.3,0.0,71,,266,0.02,0.25,1.2,0.69,0.14,,65,1.8,0,0.5,0.61,,,19,84,420,,2.5,510.0,0.1,300,n.d.,8.3,,
"Brie, at least 50% fidm",,,17.7,0.0,30.0,342,18,7,1.4,,,0,1.4,0.0,90,,305,0.02,0.34,1.1,0.38,0.13,,61.1,1.31,0,0.7,0.78,,,20,120,500,,2.3,560.0,0.2,340,n.d.,20,,
"Broccoli, raw",,,3.6,3.2,0.6,39,0.2,0.1,0.3,,,1.9,0.0,3.2,0,,92,0.1,0.12,0.8,0.77,0.21,,60.3,0,102.9,0,1.45,,,21,390,46,,0.5,12.0,0.9,80,0.8,7.6,,
"Broccoli, steamed (without addition of salt)",,,3.3,2.9,0.5,35,0.1,0.1,0.2,,,1.7,0.0,2.8,0,,80,0.08,0.1,0.62,0.63,0.17,,34.8,0,74.2,0,1.39,,,19,320,42,,0.4,9.8,0.7,73,0.7,6.9,,
Brown bread,,,9.5,44.3,1.2,234,0.2,0.1,0.6,,,0.5,1.6,4.1,0,,0,0.23,0.07,1.12,0.33,0.08,,20.5,0,0,0,0.27,,,38,150,20,,1.3,630.0,1.6,150,3.4,1.3,,
Brown bread (with iodized salt),,,9.5,44.3,1.2,234,0.2,0.1,0.6,,,0.5,1.6,4.1,0,,0,0.23,0.07,1.12,0.33,0.08,,20.5,0,0,0,0.27,,,38,150,20,,1.3,620.0,1.6,150,3.4,40,,
Brunsli (chocolate cookie),,,14.9,43.3,29.9,515,5.7,16.4,5.4,,,39.4,0.1,6.8,0,,1,0.09,0.51,1.03,0.31,0.08,,28.3,0.04,0.2,0,11.57,,,140,550,140,,2,56.0,3.1,270,n.d.,1.5,,
"Brussel sprouts, steamed (without addition of salt)",,,3.6,3.0,0.4,37,0.1,0,0.2,,,2.5,0.0,3.6,0,,17,0.11,0.12,0.45,0.49,0.24,,26.8,0,105,0,0.86,,,18,350,28,,0.3,4.7,0.5,72,2.9,0.6,,
"Brussels sprouts, raw",,,4.0,3.3,0.4,41,0.1,0,0.2,,,2.8,0.0,4.0,0,,19,0.14,0.13,0.59,0.59,0.3,,46.5,0,145.6,0,0.89,,,21,430,31,,0.4,5.8,0.6,78,3.2,0.7,,
Buckwheat flour,,,11.5,68.4,2.2,348,0.3,0.5,0.6,,,0,0.0,4.2,0,,0,0.55,0.15,4.75,1.53,0.34,,66.8,0,0,0,0.08,,,160,390,24,,2.3,17.0,2.5,260,2.8,2.5,,
"Buckwheat, grain peeled",,,9.8,71.0,1.7,346,0.4,0.6,0.6,,,0.4,0.0,3.7,0,,2,0.37,0.15,2.9,1.23,0.36,,50,0,0,0,0.13,,,140,390,18,,2.7,2.0,3.8,320,n.d.,0.5,,
"Burger patty (beef), pan fried in HOLL rapeseed oil",,,19.5,6.4,9.1,187,2.5,4.9,0.9,,,1.2,0.7,0.7,86,,29,0.07,0.13,2.65,0.47,0.25,,16.9,1.08,2.3,0.5,0.98,,,17,280,21,,3.9,290.0,2.1,160,n.d.,7.5,,
Butter cake,,,6.9,44.7,24.7,430,13.7,6.1,1.7,,,26.6,0.2,0.8,158,,256,0.09,0.1,0.1,0.83,0.07,,24.2,0.38,1.5,1.1,0.96,,,13,99,21,,0.7,68.0,0.9,94,7.3,12,,
"Butter croissant, white",,,8.7,43.5,24.2,432,14.2,5.7,1.5,,,3.3,1.2,2.6,77,,209,0.12,0.11,0.59,0.38,0.11,,21.5,0.1,0.3,0.5,0.71,,,25,170,52,,0.9,490.0,1,120,3.5,3.1,,
"Butter croissant, wholemeal",,,6.8,38.7,19.7,368,11.5,4.6,1.3,,,2.2,1.1,4.2,63,,169,0.12,0.09,0.68,0.34,0.1,,22.4,0.04,0,0.4,0.72,,,24,160,15,,1,440.0,1,110,2.1,2.5,,
Butter of choice,,,0.7,0.7,82.3,746,49.4,19.3,3.8,,,0.6,0.0,0.0,241,,833,0,0.04,0.04,0.06,0,,0,0.07,0,1.1,1.77,,,1.5,21,18,,0.2,10.0,0,22,0.5,8,,
"Butter, 40% fat",,,4.8,3.5,39.8,391,24.1,12,1.5,,,3.5,0.3,0.0,140,,360,0.03,0.01,0.97,0.35,0.02,,10,0.5,0,1.4,1,,,14,160,120,,0.4,120.0,0,90,n.d.,3.5,,
"Butter, cheese dairy",,,0.4,0.6,82.5,747,49.5,19.4,3.8,,,0.5,0.0,0.0,246,,856,0,0.02,0,0,0,,0,0,0,1.3,2.2,,,1,18,12,,0.2,10.0,0,18,n.d.,0,,
"Butter, clarified",,,0.1,0.0,98.3,885,58.9,23.1,4.5,,,0,0.0,0.0,282,,782,0,0,0,0,0,,0,0,0,1.6,1.77,,,0,5,2,,0.2,10.0,0,0,0,0,,
"Butterhead lettuce, raw",,,1.3,1.1,0.2,14,0,0,0.1,,,1,0.0,1.6,0,,155,0.07,0.08,0.4,0.13,0.05,,34.7,0,9,0,0.6,,,7.6,140,31,,0.2,2.3,0.4,17,n.d.,3.3,,
Buttermilk,,,3.4,4.0,0.5,34,0.3,0.1,0,,,4,0.1,0.0,1,,10,0.03,0.16,0.1,0.3,0.04,,5,0.2,0.6,0,0.02,,,16,150,110,,0.5,57.0,0.1,90,n.d.,7.3,,
Cabbage sausage,,,15.9,1.6,32.4,363,11.8,15.1,3.6,,,1.5,2.5,0.8,46,,6,0.44,0.13,2.69,0.38,0.27,,12.1,1.05,72.9,0,0.82,,,17,160,15,,1.1,990.0,0.7,72,1,1.4,,
"Cabbage vegetables (average), boiled (without addition of salt and fat)",,,2.2,3.1,0.4,29,0.1,0.1,0.2,,,2.6,0.0,2.4,0,,16,0.06,0.06,0.45,0.35,0.15,,28.2,0,49.9,0,0.96,,,13,260,35,,0.2,6.8,0.3,46,1.3,2.2,,
"Cabbage vegetables (average), raw",,,2.3,3.2,0.4,30,0.1,0.1,0.2,,,2.8,0.0,2.5,0,,17,0.07,0.07,0.56,0.41,0.18,,46.9,0,70.3,0,0.98,,,14,310,37,,0.3,8.1,0.4,48,1.4,2.3,,
"Cake dough (with butter), raw",,,6.7,38.5,21.2,375,12.4,4.9,1.3,,,0.3,0.8,1.8,55,,213,0.12,0.03,0.18,0.26,0.09,,8.8,0,0,0.3,0.73,,,19,100,11,,0.7,330.0,0.8,72,1.4,0.7,,
"Cake dough (with vegetable fat), raw",,,6.6,38.1,23.5,394,10.8,9.3,2.5,,,0.2,0.8,1.8,0,,0,0.12,0.02,0.18,0.26,0.09,,8.8,0,0,0,2.26,,,19,98,7.8,,0.6,320.0,0.8,67,1.3,0.7,,
"Cake dough, whole (with butter), raw",,,7.6,33.8,21.5,372,12.4,4.9,1.8,,,0.7,0.8,6.1,55,,213,0.26,0.1,0.35,0.66,0.25,,27.6,0,0,0.3,0.9,,,72,220,20,,1.9,340.0,2.8,200,2.9,1.5,,
"Cake dough, whole (with vegetable fat), raw",,,7.6,33.7,20.2,359,6.1,9.4,4.3,,,0.6,0.9,6.1,0,,8,0.26,0.1,0.4,0.68,0.25,,28.1,0.01,0,0.8,3.4,,,72,230,18,,1.9,350.0,2.8,200,2.8,1.9,,
Cake financier,,,11.1,38.5,26.1,440,8,11.5,3.8,,,29.9,0.1,3.3,31,,101,0.06,0.35,0.57,0.21,0.05,,17.3,0.08,0.1,0.2,7.34,,,71,260,80,,1,45.0,1,150,3.7,1.9,,
Cake with carrots,,,11.1,25.8,16.4,303,1.8,9.2,3.5,,,19.6,0.2,3.9,92,,307,0.08,0.32,0.62,0.72,0.08,,35.9,0.34,2.8,0.7,7.09,,,71,310,100,,1.3,65.0,1.8,200,n.d.,11,,
Calimocho (red wine mixed with cola),,,0.1,5.2,0.0,55,0,0,0,,,5.1,0.0,0.0,0,,0,0,0.01,0.05,0.05,0.01,,0,0,0,0,0,,,8,58,6.5,,0.1,7.0,0.5,15,n.d.,6,,
"Camembert, at least 25% fidm",,,24.4,0.0,10.0,188,6,2.4,0.5,,,0,1.5,0.0,30,,94,0.02,0.5,1.2,0.66,0.17,,50,1.79,0,0.5,0.19,,,22,130,530,,3,600.0,0.3,410,n.d.,20,,
"Camembert, at least 45% fidm",,,20.8,0.0,23.7,297,14.2,5.6,1.1,,,0,2.2,0.0,71,,235,0.02,0.23,1.1,0.8,0.15,,80,1.8,0,0.5,0.44,,,19,83,370,,2.2,890.0,0.1,260,n.d.,20,,
"Camembert, at least 50% fidm",,,17.1,0.0,31.7,355,19,7.5,1.5,,,0,1.2,0.0,95,,186,0.02,0.71,1.1,0.51,0.14,,75.2,1.94,0,0.5,0.59,,,16,99,350,,1.6,480.0,0.2,260,n.d.,6.8,,
Candied lemon peel,,,0.4,70.0,0.4,289,0.1,0,0.2,,,70,0.0,2.0,0,,33,0.02,0.03,0.12,0.1,0.06,,4,0,4,0,0,,,5,50,40,,0.1,2.0,0.3,4,n.d.,0.5,,
Candied orange peel,,,0.4,74.3,0.3,306,0.1,0.1,0.1,,,74.3,0.0,2.3,0,,33,0.04,0.03,0.3,0.15,0.06,,4,0,4,0,0,,,7,70,50,,0.1,1.0,0.3,7,n.d.,0.5,,
"Candy, toffee",,,0.4,79.3,3.6,351,2.2,1.1,0.1,,,79.3,0.3,0.0,11,,43,0.03,0.04,0.01,0.04,0,,1,0,0.1,0.1,0.11,,,5,120,21,,0.1,120.0,0.8,16,n.d.,1.1,,
"Cannelloni filled with meat, prepared",,,9.5,13.8,9.0,177,4.8,2.7,0.5,,,2.1,0.7,1.6,34,,150,0.03,0.07,0.99,0.24,0.09,,10.1,0.27,3.5,0.2,0.68,,,18,160,94,,1.7,270.0,1,120,n.d.,4.7,,
"Cannelloni filled with spinach and ricotta, prepared",,,7.8,14.6,14.3,221,8.2,3.7,0.8,,,1.5,0.9,1.5,38,,278,0.03,0.17,0.55,0.23,0.08,,13.2,0.26,5.3,0.2,0.88,,,37,210,200,,1,340.0,0.7,160,n.d.,10,,
"Cappuccino (without chocolate powder), no sugar added",,,1.7,2.6,2.2,37,1.3,0.5,0.1,,,2.5,0.1,0.0,8,,25,0.01,0.12,0.11,0.2,0.02,,2.3,0.09,0.5,0,0.07,,,6.6,93,67,,0.2,21.0,0,50,0.6,5.2,,
"Capuns, prepared",,,8.0,9.7,10.2,165,5.1,3.2,0.8,,,0.9,1.0,0.8,59,,169,0.09,0.1,1.51,0.53,0.09,,17.2,0.59,4.3,0.4,0.59,,,17,180,42,,1,380.0,1,84,n.d.,7.3,,
Carnival pastry,,,11.5,51.7,32.9,553,16.1,10.5,2.6,,,1.9,0.1,2.3,159,,282,0.14,0.1,0.25,0.88,0.06,,23.7,0.35,0,1,2.57,,,14,170,28,,0.7,58.0,0.8,100,n.d.,13,,
Carrot juice,,,0.7,6.8,0.1,33,0,0,0,,,4.8,0.1,0.9,0,,995,0.06,0.06,0.4,0.23,0.2,,4,0,7,0,0.56,,,13,270,24,,0.1,35.0,0.5,39,n.d.,15,,
"Carrot, raw",,,0.6,7.6,0.4,42,0.1,0.1,0.1,,,6,0.1,2.7,0,,1384,0.03,0.02,0.3,0.34,0.07,,59.4,0,3.1,0,0.27,,,7.1,220,29,,0.2,28.0,0.1,23,0.2,1.8,,
"Carrot, steamed (without addition of salt)",,,0.7,8.0,0.4,44,0.1,0.1,0.1,,,6.3,0.1,2.8,0,,1384,0.03,0.02,0.27,0.32,0.07,,39.6,0,2.8,0,0.3,,,6.7,210,31,,0.2,25.0,0.1,24,0.2,1.9,,
Cashew nut,,,21.5,23.2,48.1,619,8.2,29.1,8.7,,,3.1,0.0,3.6,0,,0,0.59,0.06,1.1,1.2,0.42,,45.5,0,0.5,0,0.28,,,270,660,40,,4,9.2,5.9,540,15,5,,
"Cauliflower, raw",,,1.8,2.1,0.7,26,0.2,0.1,0.3,,,1.7,0.0,2.0,0,,1,0.04,0.09,0.26,0.75,0.15,,56,0,60.2,0,0.09,,,9.8,270,23,,0.3,6.0,0.3,40,1,0.7,,
"Cauliflower, steamed (without addition of salt)",,,1.8,2.1,0.7,26,0.2,0.1,0.3,,,1.7,0.0,2.0,0,,1,0.03,0.09,0.22,0.67,0.14,,35.4,0,47.5,0,0.09,,,9.3,240,23,,0.3,5.4,0.2,40,1,0.7,,
"Celeriac piccata, prepared",,,5.4,8.4,8.2,136,2.2,4.1,1,,,1.5,0.3,3.5,66,,46,0.06,0.1,0.25,0.75,0.15,,23.7,0.31,4.2,0.5,0.58,,,15,390,95,,0.7,130.0,0.6,120,n.d.,11,,
"Celeriac slices, breaded, prepared",,,4.7,15.4,5.7,139,0.7,3.5,0.9,,,1.9,0.3,4.0,45,,18,0.08,0.07,0.31,0.7,0.16,,24.2,0.16,4.3,0.3,0.55,,,15,400,47,,0.6,130.0,0.7,88,n.d.,7.4,,
"Celeriac, raw",,,1.4,4.0,0.3,32,0.1,0,0.2,,,1.6,0.1,3.8,0,,6,0.06,0.04,0.3,0.56,0.19,,39,0,7.1,0,0.12,,,13,460,40,,0.4,56.0,0.4,56,0.9,2.4,,
"Celeriac, steamed",,,1.4,4.0,0.3,32,0.1,0,0.2,,,1.6,0.1,3.8,0,,6,0.05,0.04,0.26,0.5,0.17,,24.9,0,6,0,0.13,,,12,410,40,,0.3,47.0,0.3,57,0.9,2.4,,
"Celery, raw",,,0.6,2.4,0.4,20,0,0,0,,,1.3,0.2,2.2,0,,10,0.03,0.08,0.55,0.27,0.06,,56.8,0,9.8,0,0.06,,,11,390,46,,0.1,79.0,0.1,24,0,1,,
"Celery, steamed (without addition of salt)",,,0.6,2.4,0.4,20,0,0,0,,,1.3,0.2,2.2,0,,10,0.02,0.07,0.47,0.24,0.06,,36.3,0,7.8,0,0.06,,,11,350,46,,0.1,71.0,0.1,24,0,1,,
"Cereal bar, with chocolate coating",,,8.5,58.0,20.2,459,10.9,6.6,2,,,37.1,0.4,5.7,4,,29,0.17,0.2,1.08,0.36,0.14,,21.9,0,2.5,0,1.04,,,65,450,110,,1.5,150.0,2.2,210,n.d.,7.1,,
"Cereal bar, without cover and filling",,,7.9,64.2,12.8,416,5.4,4.5,2.2,,,32.1,0.4,6.0,0,,8,0.18,0.07,1.41,0.4,0.17,,23.3,0,1.7,0,1.13,,,58,260,28,,1.3,180.0,2.1,170,n.d.,1.7,,
Cereal flakes (average),,,10.8,64.0,3.2,348,0.6,0.9,1.4,,,1.5,0.0,9.7,0,,1,0.32,0.1,2.78,0.71,0.27,,38.4,0,0,0,0.55,,,94,250,26,,2.2,7.4,3.6,280,n.d.,2.3,,
Cervelat (Swiss sausage),,,13.4,0.5,21.5,249,8.2,9.7,1.7,,,0.5,2.1,0.0,51,,2,0.33,0.12,3.05,0.4,0.09,,1,0.57,37.3,0.7,0,,,13,190,11,,1.6,840.0,0.8,190,6.8,0.4,,
"Chanterelle, raw",,,2.3,0.2,0.5,24,0.1,0,0.3,,,0.2,0.0,4.7,0,,86,0.02,0.15,5.2,1.57,0.04,,12.9,0,5.7,2.1,0.1,,,14,510,8,,0.6,3.0,6.5,44,n.d.,3,,
"Chanterelle, stewed (without addition of fat and salt)",,,2.6,0.2,0.6,28,0.1,0,0.3,,,0.2,0.0,5.7,0,,105,0.02,0.15,5.07,1.57,0.04,,9.4,0,5,2.6,0.12,,,14,480,9.5,,0.6,3.2,6.7,51,n.d.,3.5,,
"Cheese and sausage salad, prepared",,,13.8,0.7,22.6,262,9.4,9,2.4,,,0.6,1.4,0.3,45,,98,0.15,0.14,1.43,0.32,0.08,,7.7,0.7,25.6,0.4,1.47,,,18,130,290,,2,560.0,0.7,260,n.d.,7.4,,
"Cheese bread slices, prepared",,,13.8,26.0,12.1,272,6.8,2.9,1,,,1,1.4,2.3,73,,103,0.11,0.18,0.67,0.52,0.07,,12,0.58,0.1,0.6,0.49,,,34,150,310,,1.9,560.0,1.2,290,n.d.,16,,
Cheese grated,,,29.3,0.0,32.1,406,20.3,7.5,1.2,,,0,1.7,0.0,89,,298,0.01,0.34,0.2,0.62,0.1,,14,1.91,0,0.7,0.57,,,41,98,1190,,4.2,680.0,0.5,730,n.d.,40,,
Cheeseburger,,,13.2,24.3,14.2,281,7.5,4.9,1.1,,,3.3,1.6,1.6,36,,53,0.19,0.16,2.32,0.34,0.13,,19,1.3,0.4,0.1,0.82,,,27,240,110,,2.2,640.0,1.4,240,6.6,7.7,,
Cherry pie from Zug,,,4.8,34.6,18.7,335,8.5,7.5,1.6,,,27,0.2,1.5,90,,145,0.04,0.12,0.4,0.28,0.04,,9,0,0.3,1,2.78,,,25,140,67,,0.6,62.0,0.8,120,n.d.,4.2,,
"Cherry pie, home-made, baked (with cake dough)",,,3.0,19.5,6.7,153,3,2.5,0.8,,,8.4,0.2,1.5,18,,14,0.04,0.05,0.16,0.25,0.05,,5.2,0.08,2.3,0.1,0.7,,,12,160,21,,0.3,89.0,0.4,46,1.6,3.7,,
"Cherry pie, home-made, baked (with puff pastry)",,,2.8,18.8,6.9,151,3,2.7,0.8,,,8.4,0.3,1.4,18,,14,0.04,0.05,0.16,0.24,0.04,,5.4,0.08,2.3,0.1,0.74,,,9.1,150,20,,0.2,110.0,0.3,38,1.6,3.7,,
"Cherry, raw",,,0.8,13.0,0.4,62,0.1,0.1,0.1,,,10,0.0,1.6,0,,11,0.02,0.02,0.18,0.14,0.04,,5.9,0,4.3,0,0.14,,,8.8,190,9.9,,0.1,1.0,0.2,19,0.2,1.2,,
"Cherry, stewed, drained (without addition of sugar)",,,0.9,12.0,0.5,58,0.1,0.1,0.1,,,9.2,0.0,1.5,0,,9,0.02,0.02,0.17,0.13,0.03,,3.4,0,2,0,0.16,,,8.1,130,11,,0.1,0.7,0.2,17,0.2,1.4,,
"Chestnut, raw",,,2.9,41.2,1.9,210,0.3,1,0.5,,,14,0.0,8.4,0,,1,0.21,0.08,1.08,0.44,0.2,,54.7,0,45.6,0,0.5,,,31,380,18,,1,0.6,2.1,59,1.8,0.1,,
Chia seed,,,21.4,1.8,34.1,482,3.1,2.1,24.9,,,1.8,0.0,40.9,0,,0,0.47,0.2,4.13,0.34,0.14,,70.7,0,1.6,0,0.5,,,320,640,550,,5.1,16.0,6.5,650,9.7,5,,
"Chicken egg, whole, hard boiled",,,14.0,0.3,10.9,156,2.9,4.1,1.8,,,0.3,0.4,0.0,389,,118,0.09,0.26,0.04,2.16,0.08,,59.6,1.16,0,2.9,1.37,,,12,150,46,,1.2,160.0,1.7,180,26,27,,
"Chicken, breast, with skin, raw",,,23.3,0.0,6.5,152,2.1,3.3,1.3,,,0,0.1,0.0,70,,12,0.08,0.14,n.d.,0.87,0.77,,10,0.4,0,1.5,0.62,,,26,320,3.9,,0.5,34.0,0.3,210,n.d.,10,,
"Chicken, breast, without skin, raw",,,24.6,0.0,1.0,107,0.3,0.4,0.3,,,0,0.1,0.0,63,,6,0.16,0.11,11.03,0.87,0.77,,12,0.29,0,1.5,0.62,,,27,350,3.3,,0.5,36.0,0.3,220,14,0.9,,
"Chicken, brest (schnitzel, ground), pan fried (without addition of fat and salt)",,,30.1,0.0,0.8,128,0.2,0.3,0.2,,,0,0.1,0.0,79,,6,0.14,0.14,11.03,0.87,0.53,,7.5,0.24,0,1.4,0.58,,,27,400,4.1,,0.6,38.0,0.4,230,18,1.2,,
"Chicken, leg with skin, roasted (without addition of fat and salt)",,,23.9,0.0,10.2,187,3.2,5,1.8,,,0,0.2,0.0,107,,30,0.11,0.18,4.77,0.87,0.46,,8,0.67,0,1.5,0.66,,,21,240,7.2,,1.3,71.0,0.6,190,37,11,,
"Chicken, leg, with skin, raw",,,17.9,0.0,10.2,163,3.2,5,1.8,,,0,0.2,0.0,80,,30,0.14,0.15,4.47,0.87,0.57,,10,0.77,0,1.5,0.62,,,20,300,5.7,,1,63.0,0.5,180,28,8,,
"Chicken, leg, without skin, raw",,,19.7,0.0,6.2,135,1.9,3,1.5,,,0,0.2,0.0,86,,5,0.14,0.27,n.d.,0.87,0.38,,10,0.4,0,1.5,0.62,,,20,300,5.6,,0.9,76.0,0.5,190,n.d.,5,,
"Chicken, whole with skin, roasted (without addition of fat and salt)",,,25.1,0.0,10.3,193,2.8,4.5,1.5,,,0,0.2,0.0,103,,12,0.09,0.18,6.4,0.9,0.4,,6.4,0.35,2.7,0,0.07,,,21,210,15,,1.3,79.0,0.9,170,n.d.,13,,
"Chicken, whole, with skin, raw",,,18.8,0.0,10.3,168,2.8,4.5,1.5,,,0,0.2,0.0,77,,12,0.11,0.15,6,0.9,0.5,,8,0.4,2.5,0,0.07,,,20,260,12,,1,70.0,0.7,160,n.d.,10,,
Chickenburger,,,12.7,23.8,11.0,247,1.9,5.8,2.7,,,2.9,1.2,1.2,28,,23,0.1,0.05,3.67,0.79,0.16,,33.4,0.3,0.5,0.3,2.1,,,22,220,66,,0.7,460.0,0.6,170,20,1.5,,
