name,brand,barcode,proteins,carbohydrates,fats,calories,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
"Erbse, grün, gedämpft (ohne Zugabe von Salz)",,,6.6,13.2,0.8,100,0.1,0.1,0.4,,,6.1,0.0,6.6,0,,93,0.37,0.14,2.02,0.49,0.16,,48.3,0,26.1,0,0.23,,,35,290,28,,0.8,1.9,1.8,140,k.A.,4.6,,
"Erbse, grün, roh",,,6.0,12,0.7,90,0.1,0.1,0.4,,,5.5,0.0,6,0,,87,0.4,0.14,2.2,0.5,0.16,,70,0,32,0,0.2,,,34,300,26,,0.8,2,1.9,130,k.A.,4.2,,
"Erbse, reif, getrocknet",,,21.3,51.9,1.7,331,0.3,0.3,0.7,,,2.8,0.0,11.6,0,,20,0.79,0.21,3,1.49,0.12,,200,0,3.9,0,0.13,,,96,1060,39,,3.1,6.6,4.3,360,k.A.,1.3,,
"Erbse, reif, getrocknet, gekocht (ohne Zusatz von Fett und Salz)",,,9.0,21.2,0.7,137,0.1,0.1,0.3,,,1.1,0.0,5,0,,8,0.22,0.07,0.84,0.35,0.03,,42.9,0,1,0,0.05,,,36,340,18,,1.2,2.7,1.6,140,k.A.,0.5,,
Erbsen und Karotten (Konserve),,,3.7,10,0.6,69,0.1,0.1,0.2,,,5.6,1.0,4.5,0,,528,0.24,0.09,1.38,0.42,0.12,,64.3,0,19.5,0,0.22,,,22,260,27,,0.5,410,1.1,81,k.A.,3.3,,
"Erbsen und Karotten (Konserve), aufgewärmt (ohne Zugabe von Salz)",,,3.8,10.2,0.6,70,0.1,0.1,0.2,,,5.7,0.9,4.6,0,,522,0.21,0.08,1.17,0.38,0.11,,41,0,14.7,0,0.23,,,21,240,27,,0.5,370,1,82,k.A.,3.4,,
"Erdbeere, roh",,,0.6,6,0.5,39,Sp.,Sp.,Sp.,,,5.6,0.0,3.8,0,,1,0.02,0.02,0.37,0.12,0.04,,40.7,0,55.8,0,0.3,,,12,140,18,,0.1,1,0.2,23,0.5,1,,
Erdnuss,,,26.1,14.8,49.1,623,8.4,25.5,12.9,,,5.9,0.0,8.6,0,,0,0.6,0.43,12,2.48,0.02,,101.7,0,0,0,2.88,,,160,710,65,,4,18,1.6,380,30,13,,
Erdnuss-Flips,,,13.2,56.5,24.2,507,4.4,11.7,6.9,,,Sp.,1.9,4.9,0,,26,0.18,0.04,3.26,0.6,0.13,,17,0,0,0,3.5,,,43,170,16,,0.8,770,0.9,110,k.A.,5,,
"Erdnuss, geröstet, gesalzen",,,26.2,15,50,631,8.6,24.7,12.4,,,4.2,1.3,8,0,,0,0.14,0.07,12.4,1.17,0.43,,66.6,0,0.5,0,2.5,,,170,530,47,,2.9,530,1.2,240,4.8,5.7,,
Erdnussbutter,,,26.1,12.5,51.8,636,12.8,19.9,16.9,,,6.4,0.9,7.6,0,,0,0.17,0.1,15,1.24,0.58,,53,0,0,0,4.7,,,180,700,37,,3,350,2,330,3,Sp.,,
Erdnussöl,,,0.0,0,90,810,15.6,53.2,17.5,,,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0,0,12.51,,,0,0,0,,0,0,0,0,0,0,,
"Espresso crème, ungezuckert",,,0.5,0.8,2.5,28,1.5,0.6,0.1,,,0.7,0.0,0.1,8,,25,0,0.02,0.13,0.07,0,,0.5,0.08,0.2,0.1,0.06,,,4.1,45,23,,0,14,0,17,k.A.,1.9,,
Essig,,,0.1,0.7,0,22,0,0,0,,,0.3,0.0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,7.7,35,7,,0.2,7.7,0.2,12,k.A.,5,,
"Essig-Öl-Salatsauce, hausgemacht (mit Rapsöl)",,,0.8,2.7,33.2,315,2.3,19.8,9.4,,,2,0.7,1,0,,2,0.03,0.01,0.13,0.07,0.04,,11.9,0,1.9,0,9.9,,,10,74,15,,0.2,270,0.2,25,k.A.,3.4,,
"Falafel, frittiert (in HOLL Rapsöl frittiert)",,,8.3,26.2,7.9,222,0.7,5,1.8,,,1.9,0.7,6.4,0,,21,0.11,0.04,0.37,0.21,0.1,,39.6,0,4.6,0,2.22,,,40,290,42,,0.8,300,1.6,130,k.A.,0.9,,
Fasnachtschüechli,,,11.5,51.7,32.9,553,16.1,10.5,2.6,,,1.9,0.1,2.3,159,,282,0.14,0.1,0.25,0.88,0.06,,23.7,0.35,0,1,2.57,,,14,170,28,,0.7,58,0.8,100,k.A.,13,,
"Federkohl, gedünstet (ohne Zugabe von Salz und Fett)",,,4.6,2.7,1,47,0.1,0,0.5,,,2.7,0.3,4.5,0,,466,0.1,0.25,2.12,0.67,0.21,,63.6,0,59.8,0,1.81,,,40,470,260,,0.7,120,1.5,71,1.3,4.8,,
"Federkohl, roh",,,4.3,2.5,0.9,44,0.1,0,0.5,,,2.5,0.3,4.2,0,,471,0.1,0.25,2.1,0.7,0.22,,85.4,0,74,0,1.7,,,38,440,240,,0.7,110,1.4,67,1.2,4.5,,
"Feige, getrocknet",,,3.1,55.9,1.2,267,0.1,0.2,0.7,,,55.9,0.3,10,0,,7,0.08,0.08,0.65,0.35,0.12,,12.7,0,0.5,0,0.32,,,67,780,190,,0.5,110,1.4,75,5.6,4,,
"Feige, roh",,,1.2,13.5,0.5,71,0.1,0.1,0.2,,,12.2,0.0,4.1,0,,17,0.04,0.03,0.35,0.2,0.06,,24.5,0,3.4,0,0.08,,,22,230,57,,0.2,5,0.3,21,1.6,1.5,,
"Felche, roh",,,19.2,0,2.7,101,0.6,0.6,0.6,,,0,0.1,0,54,,13,0.07,0.07,4,k.A.,0.45,,10,1,0,22.1,1.3,,,28,390,11,,0.6,20,0.4,250,27,1.5,,
"Fenchel, gedämpft (ohne Zugabe von Salz)",,,1.0,2.2,0.3,22,0,0,0,,,0.1,0.0,3.1,0,,21,0.03,0.02,0.56,0.12,0.03,,33,0,4.4,0,0.08,,,11,400,35,,0.3,13,0.4,36,k.A.,4.8,,
"Fenchel, roh",,,1.1,2.3,0.3,23,Sp.,Sp.,Sp.,,,0.1,0.0,3.3,0,,23,0.04,0.02,0.7,0.15,0.04,,55,0,5.9,0,0.08,,,12,470,37,,0.3,15,0.5,38,k.A.,5,,
Fermentierter Teig,,,7.8,38.3,0.9,199,0.1,0.1,0.4,,,0.3,1.2,3,0,,0,0.17,0.06,0.71,0.41,0.17,,25.7,0,0,0,0.23,,,32,120,13,,1.1,490,1.5,110,3.5,0.9,,
"Fisch (Durchschnitt), Filet, gedämpft (ohne Zusatz von Fett und Salz)",,,19.6,0,7.5,146,1.5,2.4,1.9,,,0,0.2,0,59,,161,0.17,0.11,6.09,1,0.46,,11.6,5.31,0.3,6.5,1.17,,,32,360,29,,0.7,66,0.8,240,k.A.,50,,
"Fisch (Durchschnitt), roh ",,,20.9,0,6.9,146,1.4,2.2,1.7,,,0,0.2,0,47,,155,0.18,0.13,6.96,1.15,0.52,,13.3,5.31,0.3,6.3,1.04,,,30,390,23,,0.6,62,0.8,230,k.A.,45,,
"Fischstäbchen (paniert und vorfritiert), gebraten in HOLL-Rapsöl",,,16.0,16.6,18.6,300,1.4,12,4.3,,,0.1,0.6,0.9,51,,2,0.06,0.04,1.4,0.25,0.11,,7.4,0.86,0,0.8,1.53,,,19,280,11,,0.5,230,0.4,140,k.A.,97,,
"Fischstäbchen (paniert und vorfritiert), im Ofen gebacken (ohne Zugabe von Fett)",,,16.8,17.4,12.2,248,0.9,7.1,3.5,,,0.1,0.6,1,53,,2,0.06,0.04,1.35,0.26,0.13,,7.8,0.9,0,0.8,1.23,,,20,290,12,,0.6,240,0.4,150,k.A.,100,,
"Fischstäbchen, paniert und vorfritiert",,,15.5,15.3,11.7,230,0.9,6.8,3.4,,,0.1,0.6,0.8,47,,2,0.07,0.04,1.43,0.29,0.13,,8.6,0.88,0,0.9,1.16,,,19,300,10,,0.5,250,0.5,150,k.A.,89,,
"Flammenkuchen, gebacken",,,8.9,22.7,13.9,254,6.8,4.8,1,,,1.8,1.0,1.4,33,,55,0.13,0.09,0.91,0.28,0.07,,12.8,0.16,5.1,0.2,0.8,,,13,150,85,,0.8,410,0.4,100,k.A.,4.5,,
"Flammenkuchenteig, ungebacken",,,7.5,39.9,2.9,221,1.4,0.6,0.5,,,0.6,1.3,2.7,6,,22,0.14,0.04,0.52,0.34,0.13,,17.6,0,0,0,0.3,,,25,110,11,,0.8,500,1.1,88,2.8,0.8,,
"Fleisch (Durchschnitt exkl. Innereien), roh ",,,21.4,0,6.7,146,2.4,2.9,0.7,,,0,0.1,0,62,,6,0.45,0.18,5.55,0.82,0.46,,5.8,1.32,0.1,0.6,0.37,,,22,330,6.5,,2.7,59,1.1,190,k.A.,2,,
Fleischkäse,,,12.5,1.4,22.3,256,8.8,10.8,2,,,1.4,2.3,0,51,,2,0.3,0.12,3.52,0.4,0.13,,1,0.34,41.9,0.9,Sp.,,,12,100,19,,1.4,900,0.5,190,6,0.4,,
"Fleischlasagne, zubereitet",,,8.8,12.3,6,141,3,1.9,0.4,,,2.3,0.9,1.5,25,,110,0.03,0.08,0.9,0.22,0.08,,9.3,0.24,3.4,0.1,0.59,,,17,160,87,,1.6,350,0.9,110,k.A.,4.7,,
"Flunder, Filet, gedämpft (ohne Zusatz von Fett und Salz)",,,15.5,0,0.8,69,0.2,0.2,0.2,,,0,0.4,0,60,,10,0.21,0.18,2.98,0.6,0.22,,9.6,1,0.8,0.2,0.45,,,23,270,60,,0.6,160,0.3,200,k.A.,7.1,,
"Flunder, roh",,,16.5,0,0.7,72,0.1,0.1,0.2,,,0,0.4,0,48,,9,0.22,0.21,3.4,0.68,0.25,,11,1,0.8,0.2,0.36,,,22,290,48,,0.5,150,0.3,190,k.A.,6.3,,
"Fondue alkoholfrei, zubereitet",,,18.7,1.6,21.5,283,13.4,5.2,1,,,1,0.3,0,55,,203,0,0.19,0.12,0.18,0.07,,3.1,0.99,0,0.3,0.23,,,22,100,680,,3.2,110,0.5,410,k.A.,17,,
"Fondue klassisch, zubereitet",,,19.6,1,22.4,315,13.9,5.4,1,,,0.1,0.3,0,58,,210,0.01,0.2,0.15,0.17,0.07,,3.8,1.06,0.5,0.3,0.24,,,24,88,710,,3.3,120,0.4,430,k.A.,17,,
"Fondue moitié-moitié, zubereitet",,,16.7,1,20.8,291,12.5,4.9,1,,,0,1.0,0,62,,278,0.01,0.23,0.14,0.25,0.07,,7.5,0.95,0.1,0.4,0.39,,,23,92,520,,2.4,400,0.4,360,k.A.,16,,
"Forelle, ganz, gekocht (ohne Zusatz von Fett und Salz)",,,15.0,0,6.2,116,1.5,2,2.2,,,0,0.1,0,k.A.,,11,0.08,0.05,k.A.,k.A.,0.47,,k.A.,5,k.A.,k.A.,0.57,,,32,440,18,,0.6,43,2,230,k.A.,15,,
"Forelle, roh",,,16.0,0,7,127,1.7,2.2,2.5,,,0,0.1,0,k.A.,,12,0.08,0.06,k.A.,k.A.,0.54,,k.A.,5,k.A.,k.A.,0.65,,,30,470,14,,0.4,40,2,220,k.A.,14,,
Fotzelschnitte ungezuckert,,,8.0,24.5,9.9,222,5.1,2.6,0.9,,,1.7,0.9,1.2,104,,81,0.06,0.14,0.24,0.66,0.05,,19.5,0.3,0.2,0.7,0.59,,,13,140,56,,0.6,370,0.7,100,6.4,12,,
Freiburger Vacherin,,,23.5,0,30.4,370,18.2,7.1,1.4,,,0,1.5,0,91,,525,0.01,0.33,0.14,0.42,0.09,,33.2,1.62,Sp.,0.4,0.81,,,25,88,640,,2.7,600,0.1,460,k.A.,27,,
"Frischkäse, Doppelrahm",,,11.1,4.5,32.1,351,19.2,7.5,1.5,,,2.3,1.3,0,96,,325,0.04,0.26,0.11,0.44,0.06,,26.5,0.6,Sp.,Sp.,0.7,,,8,100,110,,0.4,500,0.2,130,k.A.,8,,
"Fruchtcocktail, in Sirup, Konserve, abgetropft",,,0.6,17.3,0.2,77,0,0,0.1,,,16.2,0.0,1.8,0,,10,0.01,0.02,0.32,0.11,0.02,,4.5,0,4.1,0,0.56,,,7.4,100,8.2,,0.1,1,0.1,15,1,1.8,,
"Fruchtcocktail, mit Süssungsmittel, Konserve, abgetropft",,,0.7,9.5,0.2,47,0,0,0.1,,,8.4,0.0,2,0,,11,0.02,0.02,0.35,0.12,0.02,,4.8,0,4.4,0,0.61,,,8,110,8.7,,0.1,1,0.2,16,1.1,2,,
"Früchte (Durchschnitt), gekocht (ohne Zugabe von Zucker)",,,0.6,9.9,0.4,50,0.1,0,0.1,,,9.3,0.0,2.2,0,,27,0.01,0.02,0.24,0.12,0.03,,7.5,0,7.3,0,0.36,,,8.5,120,14,,0.1,1.1,0.2,18,0.7,1.4,,
"Früchte (Durchschnitt), getrocknet",,,2.5,60.5,1.1,278,0.3,0.3,0.3,,,51.8,0.1,8.2,0,,107,0.06,0.07,1.2,0.4,0.22,,30.4,0,5.1,0,1.41,,,53,810,70,,0.4,23,1.4,75,k.A.,3.9,,
"Früchte (Durchschnitt), roh",,,0.6,11.3,0.2,54,0,0,0.1,,,10.2,0.0,2.1,0,,23,0.04,0.02,0.3,0.14,0.07,,15.6,0,20.4,0,0.26,,,12,180,14,,0.1,1.1,0.2,21,0.6,1.3,,
"Fruchtsaft-Schorle (Durchschnitt, 60% Saft - 40% Wasser), ungezuckert",,,0.2,7.4,0.1,31,0,0,0,,,6.9,0.0,0.1,0,,1,0.02,0.01,0.12,0.06,0.03,,7.5,0,7.3,0,0.16,,,4.8,74,7.4,,0,4,0.2,7,k.A.,0.4,,
"Fruchtsaft (Durchschnitt), ungezuckert",,,0.4,12.3,0.1,52,0,0,0,,,11.6,0.0,0.2,0,,2,0.03,0.02,0.2,0.09,0.05,,12.6,0,12.1,0,0.26,,,7.4,120,7.7,,0.1,6,0.3,12,1.2,0.7,,
Fruchtwähe/-kuchen (Durchschnitt),,,3.0,18.3,8.4,166,3.9,3,1,,,8,0.2,2.6,19,,44,0.04,0.05,0.25,0.32,0.04,,7.3,0.07,7.3,0.1,0.99,,,13,170,32,,0.3,80,0.4,46,k.A.,3,,
Fruchtwähe/-kuchen mit Blätterteig (Durchschnitt),,,2.8,15.9,6.9,141,3,2.6,0.8,,,6.9,0.3,2.1,18,,39,0.04,0.05,0.23,0.28,0.03,,6.1,0.08,4.9,0.1,0.9,,,10,160,32,,0.2,110,0.3,39,k.A.,3.5,,
Fruchtwähe/-kuchen mit Kuchenteig (Durchschnitt),,,3.0,16.6,6.7,143,3,2.5,0.8,,,6.9,0.2,2.2,18,,39,0.04,0.05,0.23,0.29,0.05,,6,0.08,4.9,0.1,0.86,,,13,160,33,,0.3,89,0.4,48,k.A.,3.5,,
Fruchtwähe/-kuchen mit süssem Mürbeteig (Durchschnitt),,,3.3,22.5,11.7,215,5.8,3.9,1.2,,,10.4,0.1,3.4,19,,54,0.04,0.05,0.28,0.4,0.05,,10,0.05,12.1,0.1,1.21,,,16,170,32,,0.3,42,0.5,51,k.A.,2.1,,
"Frühlingsrolle, frittiert",,,6.5,23.1,11.2,224,2.9,5.1,2.7,,,3,1.5,2.5,28,,32,0.11,0.06,1.4,0.25,0.12,,23.1,0.22,0.5,0.5,0.82,,,16,160,25,,0.6,610,0.9,67,4.4,1,,
Fünfkornbier,,,0.6,2,0,40,0,0,0,,,2,0.0,0.2,0,,0,0,0.04,0.77,0.09,0.09,,5,0.1,0,0,0,,,11,43,3.6,,Sp.,1.4,0,16,k.A.,Sp.,,
"Garnele, gekocht",,,9.0,1.3,0.5,46,0.1,0.1,0.2,,,0,0.4,0,158,,2,0.11,0.07,1.47,0,0.06,,10.3,0,0.8,0,2.18,,,0,170,32,,0.8,170,0.3,180,k.A.,86,,
"Garnele, roh",,,11.4,1.2,0.6,56,0.1,0.1,0.2,,,Sp.,0.5,0,150,,2,0.14,0.09,2,Sp.,0.08,,14,Sp.,1,Sp.,2.3,,,Sp.,210,30,,0.8,190,0.3,210,k.A.,91,,
"Geflügelfleisch (Durchschnitt exkl. Innereien), roh",,,21.6,0.1,5.3,134,1.6,2.4,1,,,0,0.1,0,65,,10,0.12,0.15,8.31,0.86,0.56,,9.6,0.46,0.4,0.9,0.42,,,25,310,7.5,,0.9,59,0.5,200,k.A.,5.1,,
"Geflügelfleisch mit Haut (Durchschnitt), roh",,,20.0,0,9,161,2.7,4.3,1.5,,,0,0.1,0,76,,18,0.11,0.15,5.24,0.88,0.61,,9.3,0.52,0.8,1,0.44,,,22,290,7.2,,0.8,56,0.5,180,k.A.,9.3,,
"Geflügelfleisch ohne Haut (Durchschnitt exkl. Innereien), roh",,,22.9,0.1,2.4,114,0.7,1,0.6,,,0,0.2,0,58,,5,0.13,0.16,10.35,0.85,0.52,,9.8,0.42,0,0.8,0.42,,,27,330,7.7,,1,62,0.5,210,k.A.,2,,
Geflügellyoner,,,13.5,0.9,16.4,205,5.1,7.5,2.3,,,0.9,2.3,0,65,,0,0.05,0.11,4.6,0.9,0.18,,k.A.,0.9,36.3,Sp.,Sp.,,,17,210,13,,1.1,920,0.5,210,8.6,k.A.,,
"Gehacktes (Durchschnitt aus Rind, Kalb, Schwein, Poulet), gebraten (ohne Zusatz von Fett und Salz)",,,26.3,0,6.6,164,2.5,3.1,0.6,,,0,0.1,0,79,,5,0.42,0.17,6.35,0.74,0.42,,7,0.85,0,1,0.39,,,23,330,5.2,,3.2,52,1.4,200,k.A.,1.9,,
"Gehacktes (Durchschnitt aus Rind, Kalb, Schwein, Poulet), roh",,,21.6,0,6.2,143,2.4,3,0.6,,,0,0.1,0,62,,5,0.47,0.14,6.12,0.7,0.49,,7.3,0.87,0,1,0.36,,,20,330,4.2,,2.6,48,1.1,190,k.A.,1.5,,
"Gemüse (Durchschnitt), roh",,,1.2,4,0.3,28,0.1,0,0.1,,,3.3,0.0,2,0,,221,0.05,0.04,0.48,0.23,0.11,,40.2,0,30.7,0,0.48,,,12,250,23,,0.2,13,0.3,30,k.A.,2.2,,
"Gemüsegratin, gebacken",,,2.6,2.3,3.9,58,2.3,0.9,0.2,,,1.5,0.3,1.8,9,,39,0.05,0.05,0.73,0.28,0.07,,28.9,0.07,25.2,0.1,0.24,,,13,290,80,,0.4,110,0.3,67,k.A.,4.1,,
"Gemüselasagne, zubereitet",,,4.4,11.2,7.6,133,4.4,2,0.4,,,2.4,1.2,1.1,20,,81,0.02,0.09,0.34,0.16,0.05,,5.5,0.12,7.3,0.1,0.44,,,14,120,120,,0.5,470,0.3,94,k.A.,5.6,,
Gerstenflocken,,,8.5,66.1,1.5,333,0.3,0.1,0.7,,,2.2,0.0,10.3,0,,0,0.2,0.08,3.1,0.49,0.29,,19,0,0,0,0.25,,,66,160,16,,1.3,3,2,190,2.8,1,,
"Gerstotto, gekocht",,,3.5,24.6,2.2,135,0.3,1.3,0.3,,,1.3,0.8,1.7,0,,1,0.05,0.02,0.8,0.06,0.05,,6.7,0,0.3,0,0.4,,,23,59,12,,0.7,340,1,71,k.A.,0.7,,
"Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), gebraten (ohne Zusatz von Fett und Salz)",,,28.9,0.1,3.8,150,1.2,1.5,0.5,,,0,0.2,0,81,,5,0.33,0.18,6.75,0.94,0.49,,4.9,0.84,0,0.7,0.36,,,26,370,8.6,,3,62,1,230,k.A.,1.9,,
"Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh",,,22.0,0.1,3.3,118,1,1.4,0.4,,,0,0.1,0,59,,4,0.35,0.14,6.01,0.83,0.54,,4.7,0.8,0,0.6,0.31,,,22,340,6.4,,2.3,53,0.8,200,k.A.,1.4,,
Getreideflocken (Durchschnitt),,,10.8,64,3.2,348,0.6,0.9,1.4,,,1.5,0.0,9.7,0,,1,0.32,0.1,2.78,0.71,0.27,,38.4,0,0,0,0.55,,,94,250,26,,2.2,7.4,3.6,280,k.A.,2.3,,
Getreideriegel mit Schokoladeüberzug,,,8.5,58,20.2,459,10.9,6.6,2,,,37.1,0.4,5.7,4,,29,0.17,0.2,1.08,0.36,0.14,,21.9,0,2.5,0,1.04,,,65,450,110,,1.5,150,2.2,210,k.A.,7.1,,
"Getreideriegel, ohne Ueberzug und Füllung",,,7.9,64.2,12.8,416,5.4,4.5,2.2,,,32.1,0.4,6,0,,8,0.18,0.07,1.41,0.4,0.17,,23.3,0,1.7,0,1.13,,,58,260,28,,1.3,180,2.1,170,k.A.,1.7,,
Gipfeli (Durchschnitt),,,7.8,41.1,22,400,12.8,5.1,1.4,,,2.7,1.2,3.4,70,,189,0.12,0.1,0.63,0.36,0.11,,21.9,0.07,0.1,0.4,0.72,,,24,160,33,,1,460,1,110,2.8,2.8,,
Glarner Schabziger,,,31.6,Sp.,0.5,132,0.3,0.1,0,,,Sp.,4.3,0,2,,3,0.01,0.28,Sp.,Sp.,0.05,,Sp.,Sp.,Sp.,Sp.,Sp.,,,34,140,860,,3.9,1740,0.2,560,k.A.,Sp.,,
Gorgonzola,,,19.0,0.1,31.2,357,18.7,7.4,1.4,,,0.1,3.6,0,94,,190,0.01,0.36,0.32,1.41,0.07,,52,0.9,Sp.,0.6,0.54,,,20,140,610,,2.5,1450,0.3,360,k.A.,40,,
"Granatapfel, roh",,,1.4,14.3,1.2,81,0.1,0.1,1,,,13.3,0.0,2.3,0,,2,0.06,0.02,0.24,0.31,0.03,,8.8,0,10.8,0,0.08,,,12,230,9.5,,0.2,2,0.2,27,0.5,1.5,,
"Grapefruit (weiss oder rot), roh",,,0.9,8,0.5,42,Sp.,Sp.,Sp.,,,6.6,0.0,0.9,0,,66,0.06,0.02,0.2,0.22,0.03,,23,0,36,0,0.27,,,8,130,23,,0.1,1,0.1,18,0.2,0.3,,
"Greyerzer, vollfett",,,26.4,0,32,396,19.2,7.5,1.5,,,0,1.5,0,96,,310,0.02,0.37,0.2,0.47,0.13,,10,1.45,Sp.,0.7,0.35,,,35,90,900,,4.2,590,0.4,600,k.A.,11,,
"Griessbrei, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)",,,4.6,11.8,3,93,1.7,0.7,0.2,,,4.8,0.2,0.3,12,,36,0.02,0.19,0.3,0.36,0.03,,7.3,0.15,0.4,0.1,0.1,,,13,170,130,,0.6,73,0.1,110,k.A.,11,,
"Griessbrei, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)",,,4.6,11.8,3,93,1.7,0.7,0.2,,,4.8,0.2,0.3,12,,36,0.02,0.19,0.3,0.36,0.03,,7.3,0.15,0.4,0.1,0.1,,,13,170,130,,0.6,73,0.1,110,k.A.,11,,
"Griessschnitte, zubereitet (mit teilentrahmter Milch)",,,6.1,15,6.4,143,3.3,1.6,0.5,,,4,0.3,0.5,59,,60,0.03,0.18,0.4,0.54,0.03,,15.8,0.24,0.3,0.4,0.27,,,14,170,110,,0.8,100,0.4,120,k.A.,14,,
"Griessschnitte, zubereitet (mit Vollmilch)",,,6.0,15,7.5,152,4,1.9,0.6,,,4,0.3,0.5,63,,70,0.03,0.21,0.4,0.54,0.04,,15.8,0.25,0.6,0.4,0.31,,,14,170,110,,0.8,100,0.4,110,k.A.,13,,
Grittibänz,,,9.2,46.9,11.1,329,6.4,2.6,0.9,,,2.8,1.4,2.2,41,,96,0.11,0.13,0.5,0.38,0.06,,23.2,0.1,0.2,0.3,0.56,,,14,180,49,,0.6,570,0.5,91,2.7,5.4,,
Gugelhopf Grossmutter Art,,,8.8,33.3,32,462,13.2,14,2.2,,,26.9,0.4,3.1,99,,143,0.12,0.15,0.37,0.68,0.12,,21.6,0.28,0.3,0.7,3.25,,,54,340,49,,1.2,150,2.1,120,k.A.,9.7,,
Gulaschsuppe,,,4.8,6.3,2.4,67,1,1,0.2,,,1.4,0.6,0.4,7,,30,0.02,0.06,1.13,0.14,0.08,,3,0.2,1.9,Sp.,0.13,,,13,220,10,,0.6,230,0.5,35,k.A.,0.5,,
Gummibonbon mit Fruchtessenz,,,6.6,78.6,0,341,0,0,0,,,74.7,0.2,0,0,,0,Sp.,Sp.,Sp.,Sp.,Sp.,,Sp.,Sp.,Sp.,Sp.,Sp.,,,2,12,9,,1.4,62,0.2,4,k.A.,Sp.,,
"Gurke, in Essig eingelegt",,,0.7,2.1,0.1,14,Sp.,Sp.,Sp.,,,1.9,1.8,1,0,,15,0.02,0.02,0.2,Sp.,0.02,,7,0,5,0,0.1,,,11,100,14,,0.3,700,1,20,k.A.,Sp.,,
"Gurke, roh",,,0.7,2,0.1,14,Sp.,Sp.,Sp.,,,1.9,0.0,0.8,0,,37,0.02,0.02,0.2,0.2,0.03,,8.9,0,9.2,0,0.09,,,10,140,15,,0.1,0.9,0.2,18,k.A.,2.9,,
"Hackbraten, im Ofen gebacken",,,15.7,8.1,7.7,166,2.1,4.2,0.9,,,0.7,2.2,0.6,68,,13,0.13,0.11,2.19,0.4,0.12,,10.8,0.71,1.4,0.3,0.68,,,16,170,12,,2.6,890,1.3,120,k.A.,5.3,,
"Hackplätzli (Rind), gebraten in Rapsöl HOLL",,,19.5,6.4,9.1,187,2.5,4.9,0.9,,,1.2,0.7,0.7,86,,29,0.07,0.13,2.65,0.47,0.25,,16.9,1.08,2.3,0.5,0.98,,,17,280,21,,3.9,290,2.1,160,k.A.,7.5,,
"Haferbrei, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)",,,6.3,15.8,4.6,133,2.2,1.3,0.6,,,5.7,0.2,1.8,14,,41,0.06,0.23,0.24,0.47,0.03,,9.4,0.17,0.4,0.1,0.24,,,34,240,160,,1,87,0.7,180,k.A.,12,,
"Haferbrei, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)",,,6.2,15.8,6.2,147,3.2,1.6,0.7,,,5.7,0.2,1.8,19,,57,0.06,0.27,0.24,0.47,0.04,,9.4,0.18,0.9,0.1,0.29,,,33,240,150,,1,88,0.7,180,k.A.,12,,
Haferflocken,,,13.5,59.5,7.5,381,1,3,3,,,1,0.1,10.5,0,,0,0.42,0.13,0.8,0.69,0.1,,47.2,0,0,0,0.75,,,120,400,53,,3,20,3.8,410,k.A.,0.5,,
"Hafergetränk, nature",,,0.5,7.8,1.5,47,0.2,0.5,0.7,,,3.6,0.1,0.2,0,,0,0.03,0.01,0.06,0.15,0.01,,2.3,0,Sp.,Sp.,0.51,,,4.2,30,1,,0,40,0,11,0.2,0.4,,
"Hafergetränk, nature, mit Calcium und Vitaminen angereichert",,,0.5,7.8,1.5,48,0.2,0.5,0.7,,,3.6,0.1,0.9,0,,0,0.03,0.15,0.06,0.15,0.01,,2.3,0.26,Sp.,0.9,0.51,,,4.2,30,120,,0,40,0,29,0.2,8.7,,
Haferkleie,,,18.5,50.8,7,371,1.3,2.4,2.8,,,1.5,0.0,15.4,0,,0,0.85,0.22,0.93,1.25,0.36,,52,0,0,0,1.01,,,240,570,58,,3.1,4,5.4,730,k.A.,0.8,,
"Halbentrahmte Milch 1.5% Fett, UHT",,,3.2,4.8,1.5,46,0.9,0.4,0,,,4.8,0.1,0,5,,14,0.04,0.2,0.09,0.32,0.05,,9.5,0.25,1.7,0,0.09,,,12,170,120,,0.4,43,0,89,1.2,10,,
Halbfettbutter,,,4.8,3.5,39.8,391,24.1,12,1.5,,,3.5,0.3,0,140,,360,0.03,0.01,0.97,0.35,0.02,,10,0.5,0,1.4,1,,,14,160,120,,0.4,120,0,90,k.A.,3.5,,
